2023-04-07 19:16:10 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-04-07 19:16:10 0 [Note] InnoDB: Uses event mutexes
2023-04-07 19:16:10 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-04-07 19:16:10 0 [Note] InnoDB: Number of pools: 1
2023-04-07 19:16:10 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=244] with future log sequence number 392824
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=382] with future log sequence number 392824
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=242] with future log sequence number 392780
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 431017
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 431017
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=58] with future log sequence number 430978
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=323] with future log sequence number 430978
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 430939
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 430939
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 430900
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 430900
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 440463
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 440463
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 440419
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 440419
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 440375
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 440375
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 440315
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 440315
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 440271
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 440271
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 440227
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 440227
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 440183
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 440183
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 440507
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=9, page number=3] with future log sequence number 440139
2023-04-07 19:23:25 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 440507
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 390283 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 397597 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 424094 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 424094 is in the future! Current system log sequence number 304111.
2023-04-07 19:23:25 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
